Start_date;End_date;Country;ISO;Location;Latitude;Longitude;Magnitude_value;Magnitude_scale;Disaster_type;Disaster_subtype;Associated_disaster;Associated_disaster2;Total_deaths;Total_affected;Total_damage;Insured_losses;Disaster_name;Disaster_No
/01/2004;/01/2004;Somalia;SOM;Sool, Sanaag, Togdheer, Nugaal, Galgaduud, Hiraan, Mudug, Bari provinces ;;;;Km2;Drought;Drought;Food shortage;--;0;200000;0;0;;2004-9085
/01/2008;/04/2009;Somalia;SOM;Matabaan city, Belet Weyne district (Hiraan province);;;;Km2;Drought;Drought;Food shortage;--;0;3300000;0;0;;2008-9468
//2012;//2012;Somalia;SOM;Bakool, Gedo, Juba, Hiraan provinces;;;;Km2;Drought;Drought;Food shortage;--;0;3000000;0;0;;2011-9663
/07/2014;//2017;Somalia;SOM;"Mogasdischio city (Banadir district, Banadir province), Bakool, Gedo, Juba Dhexe, Hiraan, Shabelle Hoose; Puntland, Bari, Karkaar, Sanaag Sool";;;;Km2;Drought;Drought;Food shortage;Famine;0;535624;0;0;;2014-9231
02/11/2015;02/11/2015;Somalia;SOM;Baargsaal, Bander, Bareeda, Butiyaal, Caluula, Murcanyo, Qandalla, Xaabo villages (Bossaso district, Bari province), Biycad, Bulahar, Ceelsheik, Shacable villages (Berbera district, Woqooyi Galbeed province);;;;Kph;Storm;Tropical cyclone;--;--;0;4000;0;0;Cyclone Chapala;2015-0484
08/11/2015;08/11/2015;Somalia;SOM;"Bari province

";;;;Kph;Storm;Tropical cyclone;Flood;--;0;0;0;0;Cyclone Megh;2015-0494
/08/2015;/05/2017;Somalia;SOM;"Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal provinces (Somaliland region), Bari, Nugaal provinces (Puntland region); Karkaar";;;;Km2;Drought;Drought;Food shortage;--;0;4700000;0;0;;2015-9616
/02/2019;/10/2019;Somalia;SOM;Awdal, Woqooyi Galbeed, Togdheer, Sanaag, Sool, Nugaal, Bari regions;;;;Km2;Drought;Drought;Food shortage;--;0;1500000;0;0;;2019-9109
/01/1957;/01/1957;Canary Is;SPI;;;;;Kph;Storm;--;--;--;26;0;0;0;;1957-0025
27/11/2005;29/11/2005;Canary Is;SPI;Tenerife, La Palma Islands (Santa Cruz de Tenerife);;;152;Kph;Storm;Tropical cyclone;--;--;19;0;375000;0;;2005-0662
26/07/2004;30/07/2004;Canary Is;SPI;Canarias province;;;42;°C;Extreme temperature ;Heat wave;--;--;13;113;0;0;;2004-0361
08/01/1999;10/01/1999;Canary Is;SPI;;;;100;Kph;Storm;--;--;--;0;0;415000;0;;1999-0010
/07/2007;/08/2007;Canary Is;SPI;Grand Canaria Island (Las Palmas district, Canarias province), Tenerife Island (Santa Cruz de Tenerife district, Canarias province);;;;Km2;Wildfire;Forest fire;--;--;0;405;0;0;;2007-0329
28/01/2012;/02/2012;Serbia;SRB;Sjenica, Nova Varos, Bajna Basta, Prijepolje, Priboj cities (Zlatiborski province), Kraljevo, Novi Pazar, Tutin cities (Raski province), Valjevo, Osecina cities (Kolubarski province), Ivanjica, Gornji Milanoviac, Lucani cities (Moravicki province), Prokuplje, Kursumlija cities (Toplicki province), Zagubica city (Branicevski province), Trgoviste, Surdulica, Vladicin Han, Bosilegrad, Vranje cities (Pcinjski province), Crna Trava, Medvela, Lebane, Vlasotince cities (Jablanicki province), Boljevac city (Zajecarski province) ;;;-30;°C;Extreme temperature ;Cold wave;--;--;10;70000;0;0;;2012-0019
06/01/2012;/02/2012;Serbia;SRB;Istog, Peja, Gjakova, Klina cities (Pecki province), Kamenica city (Nisavski province), Dragash, Rahovec, Prizren, Malisheva, Suhareka cities (Prizremski province), Skenderaj, Vushtrri, Mitrovica, Leposavic, Zubin Potok, Zvecan cities (Kosovsko-mitrovatski province), Novo Brde, Podujeva, Prishtina, Kacanik, Obiliq, Shtime, Strpce cities (Kosovski province), Vitina city (Kosovsko-pomoravski province), Gracanica city (Macvanski province);;;;°C;Extreme temperature ;Severe winter conditions;--;--;9;18234;0;0;;2012-0012
07/12/2012;31/12/2012;Serbia;SRB;Borski, Branicevski, Grad Beograd, Jablanicki, Juzno-backi, Juzno-banatski, Kolubarski, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Macvanski, Moravicki, Nisavski, Pcinjski, Pecki, Pirotski, Podunavski, Pomoravski, Prizremski, Rasinski, Raski, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Toplicki, Zajecarski, Zapadno-backi, Zlatiborski provinces;;;;°C;Extreme temperature ;Cold wave;--;--;6;0;0;0;;2012-0485
20/01/2017;20/01/2017;Serbia;SRB;Belgrade;;;;°C;Extreme temperature ;Severe winter conditions;Snow/ice;--;6;0;0;0;;2017-0010
28/01/2010;28/01/2010;Serbia;SRB;Zacejar city (Zajecarski province), Valjevo city (Kolubarski province);;;-18;°C;Extreme temperature ;Cold wave;--;--;3;0;0;0;;2010-0050
03/11/2010;03/11/2010;Serbia;SRB;Kraljevo town (Raski Province);43.76;20.73;5.5;Richter;Earthquake;Ground movement;--;--;2;27030;132260;0;;2010-0574
19/12/2010;/12/2010;Serbia;SRB;Krusevac city (Rasinski province);;;;°C;Extreme temperature ;Cold wave;--;--;2;0;0;0;;2010-0633
/07/2007;/07/2007;Serbia;SRB;Borski, Branicevski, Grad Beograd, Jablanicki, Juzno-backi, Juzno-banatski, Kolubarski, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Macvanski, Moravicki, Nisavski, Pcinjski, Pecki, Pirotski, Podunavski, Pomoravski, Prizremski, Rasinski, Raski, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Toplicki, Zajecarski, Zapadno-backi, Zlatiborski provinces;;;45;°C;Extreme temperature ;Heat wave;Wildfire;--;0;0;0;0;;2007-0235
15/01/2009;15/01/2009;Serbia;SRB;Belgrade city (Grad Beograd province), Novi Sad city (Juzno-backi province);;;;°C;Extreme temperature ;Severe winter conditions;--;--;0;500;0;0;;2009-0030
28/01/2014;02/02/2014;Serbia;SRB;Backa Topola city (Severno-backi province), Zrenjanin city (Srednje-banatski province), Kikinda city (Severno-banatski province), Juzno-backi province;;;;°C;Extreme temperature ;Severe winter conditions;--;--;0;3000;0;0;;2014-0080
08/05/2019;08/05/2019;South Sudan;SSD;Korok village (Lol state);;;;Km2;Wildfire;--;--;--;50;12;0;0;;2019-0189
//2009;//2010;South Sudan;SSD;Unity, Northern Bahr Ghazal, Jonglei, Upper Nile, Eastern Equatoria, Warab provinces;;;;Km2;Drought;Drought;Food shortage;--;0;4300000;0;0;;2009-9633
/02/2016;/11/2016;South Sudan;SSD;Western Bahr El Ghazal, Northern Bahr El Ghazal, Warab, Unity, Upper Nile, Jonglei, El Buheyrat, Western Equatoria, Central Equatoria, Eastern Equatoria provinces;;;;Km2;Drought;Drought;Famine;--;0;3600000;0;0;;2016-9065
//1983;//1985;Sao Tome and Principe;STP;Countrywide;;;;Km2;Drought;Drought;--;--;0;93000;0;0;;1983-9211
//1921;//1921;Soviet Union;SUN;South Ukraine, Volga, Ural (Kazakhstan,Russian Federation, Ukraine);;;;Km2;Drought;Drought;Crop failure;Famine;1200000;5000000;0;0;;1921-9001
05/10/1948;05/10/1948;Soviet Union;SUN;Ashkabat (Turkmenistan);37.95;58.32;7.3;Richter;Earthquake;Ground movement;--;--;110000;0;25000;0;;1948-0011
07/12/1988;07/12/1988;Soviet Union;SUN;Leninakan, Kirovakan, Spitak cities (Armenia);40.987;44.185;6.8;Richter;Earthquake;Ground movement;--;--;25000;1642000;14000000;0;;1988-0528
16/12/1902;16/12/1902;Soviet Union;SUN;Andishan,Tashkent (Uzbekistan);40.8;72.3;6.4;Richter;Earthquake;Ground movement;--;--;4562;125112;0;0;;1902-0011
10/07/1949;10/07/1949;Soviet Union;SUN;Tadzhik (Tajikistan);39.2;70.8;7.4;Richter;Earthquake;Ground movement;--;--;3500;0;0;0;;1949-0008
04/11/1946;04/11/1946;Soviet Union;SUN;Turkmenistan;39.826;54.648;6.9;Richter;Earthquake;Ground movement;--;--;400;0;0;0;;1946-0023
/06/1984;/06/1984;Soviet Union;SUN;Northeast Moscow (Russian Federation);;;;Kph;Storm;Convective storm;--;--;400;0;0;0;;1984-0052
23/01/1989;23/01/1989;Soviet Union;SUN;Sharora, Okulibolo, Okulipoyen, Gissar villages (Tajikistan);38.465;68.694;5.3;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;274;12051;24800;0;;1989-0027
29/04/1991;29/04/1991;Soviet Union;SUN;Kutaisi, Dahava, Kraisi, Oni, Ambrolauri, Sachkhere, Chiatura (Georgia);42.15;42.44;6.9;Richter;Earthquake;Ground movement;Flood;Slide (land, mud, snow, rock);270;251500;1700000;0;;1991-0117
16/03/1987;16/03/1987;Soviet Union;SUN;Argazan (Tajikistan);;;;;Mass movement (dry);Landslide;--;--;52;506;0;0;;1987-0074
04/05/1991;04/05/1991;Soviet Union;SUN;Near Angren (Uzbekistan), Kyrgystan;;;;;Mass movement (dry);Landslide;--;--;50;0;0;0;;1991-0155
01/08/1991;02/08/1991;Soviet Union;SUN;Sochi-Tuapse, Black Sea Coast (Ukraine);;;;Kph;Storm;Convective storm;Rain;Flood;41;0;24000;0;;1991-0307
14/10/1985;14/10/1985;Soviet Union;SUN;KAPTOLYUK, KAYRAKKUM, GAFUROV (TAJIKISTAN);40.301;69.823;5.9;Richter;Earthquake;Ground movement;--;--;29;8080;0;0;;1985-0122
10/07/1923;10/07/1923;Soviet Union;SUN;Rostov (Russian Federation);;;;Kph;Storm;Convective storm;--;--;23;0;0;0;;1923-0005
26/04/1966;26/04/1966;Soviet Union;SUN;Tashkent (Uzbekistan);41.16 N;69.13 E;;Richter;Earthquake;Ground movement;--;--;10;100000;300000;0;;1966-0042
30/05/1990;30/05/1990;Soviet Union;SUN;Moldavia;45.841;26.668;7;Richter;Earthquake;Ground movement;--;--;4;0;0;0;;1990-0020
31/01/1991;31/01/1991;Soviet Union;SUN;Khorog area (Tajikistan);35.883;70.423;6.8;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;3;0;0;0;;1991-0033
13/05/1986;13/05/1986;Soviet Union;SUN;Akhalkalaki area (Georgia);41.431;43.737;5.7;Richter;Earthquake;Ground movement;--;--;2;4500;0;0;;1986-0171
31/08/1986;31/08/1986;Soviet Union;SUN;Moldavia;26;46.5;5.6;Richter;Earthquake;Ground movement;--;--;1;225558;730000;0;;1986-0106
14/06/1990;14/06/1990;Soviet Union;SUN;Kazakh-Xinjiang Border (Kazakhstan);47.892;85.12;6.8;Richter;Earthquake;Ground movement;--;--;1;20000;0;0;;1990-0031
18/04/1991;18/04/1991;Soviet Union;SUN;"Kabodyen district (Tajikistan)
";37.457;68.273;5.4;Richter;Earthquake;Ground movement;--;--;1;5000;0;0;;1991-0498
05/11/1952;05/11/1952;Soviet Union;SUN;Kamchatka Peninsula, Kuril Isl. (Russian Federation);52.623;159.779;;Richter;Earthquake;Tsunami;--;--;0;0;0;0;;1952-0036
20/03/1956;20/03/1956;Soviet Union;SUN;Kamchatka (Russian Federation);;;;;Volcanic activity;Ash fall;--;--;0;0;0;0;Mount Bezymianny;1956-0006
17/05/1976;17/05/1976;Soviet Union;SUN;Gazli (Uzbekistan);40.10 N;63.28 E;;Richter;Earthquake;Ground movement;--;--;0;0;85000;0;;1976-0039
06/08/1981;06/08/1981;Soviet Union;SUN;East;;;;Kph;Storm;--;--;--;0;10000;0;0;;1981-0280
02/04/1983;02/04/1983;Soviet Union;SUN;Kum-Dag (Turkmenistan);39.042;48.714;4.6;Richter;Earthquake;Ground movement;--;--;0;14000;0;0;;1983-0066
/06/1983;/06/1983;Soviet Union;SUN;Georgia;;;100;Kph;Storm;Convective storm;--;--;0;0;0;0;;1983-0400
19/03/1984;19/03/1984;Soviet Union;SUN;Gazli, Boukhara (Uzbekistan);;;7.1;Richter;Earthquake;Ground movement;--;--;0;20100;0;0;;1984-0028
29/07/1985;29/07/1985;Soviet Union;SUN;Dushanbe, Kurgan-Tyube areas;36.19;70.896;7.4;Richter;Earthquake;Ground movement;--;--;0;0;0;0;;1985-0078
/05/1987;/05/1987;Soviet Union;SUN;Eastern Siberia (Russia);;;2020;Km2;Wildfire;Forest fire;--;--;0;0;0;0;;1987-0090
/03/1989;/03/1989;Soviet Union;SUN;Checheno-Ingush (Russian Federation);;;;;Mass movement (dry);Landslide;--;--;0;8000;0;0;;1989-0035
03/08/1990;03/08/1990;Soviet Union;SUN;Kazakh-Xinjiang border region (Akkol area) (Kazakhstan);47.949;84.958;6.1;Richter;Earthquake;Ground movement;--;--;0;1508;0;0;;1990-0228
01/12/1990;01/12/1990;Soviet Union;SUN;Uzgen area (Kirgizia) (Kyrgystan);40.854;73.553;5;Richter;Earthquake;Ground movement;--;--;0;3000;0;0;;1990-0601
08/03/1991;08/03/1991;Soviet Union;SUN;Kamchatka Peninsula (Siberia) (Russia);60.7;167.2;6.8;Richter;Earthquake;Ground movement;--;--;0;0;0;0;;1991-0055
/11/2010;28/02/2011;Slovakia;SVK;Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces;;;;°C;Extreme temperature ;Cold wave;--;--;122;0;0;0;;2010-0615
/10/2000;/10/2000;Slovakia;SVK;Near Hrabusice city, Spisska Nova Ves district (Kosice province);;;;Km2;Wildfire;Forest fire;--;--;6;0;0;0;;2000-0523
/01/2012;/01/2012;Slovakia;SVK;Sunava city (Poprad district, Presov province);;;;°C;Extreme temperature ;Cold wave;--;--;5;0;0;0;;2012-0019
19/11/2004;19/11/2004;Slovakia;SVK;Liptovsky Mikulas district (Zilna province), Poprad district (Presov province)(Tatras region);;;170;Kph;Storm;--;--;--;2;10324;383300;0;;2004-0584
/07/2007;/07/2007;Slovakia;SVK;Banska Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces;;;40.3;°C;Extreme temperature ;Heat wave;--;--;1;89;0;0;;2007-0235
22/08/2019;22/08/2019;Slovakia;SVK;Tatra moutains;;;;Kph;Storm;Convective storm;--;--;1;0;0;0;;2019-0396
/07/2003;/08/2003;Slovakia;SVK;Banka Bystrica, Bratislava, Kosice, Nitra, Presov, Trencin, Trnava, Zilna provinces;;;;°C;Extreme temperature ;Heat wave;Drought;--;0;0;150000;0;;2003-0391
27/12/2005;30/12/2005;Slovakia;SVK;Bratislava, Nitra, Trnava provinces;;;;°C;Extreme temperature ;Severe winter conditions;--;--;0;0;0;0;;2005-0713
10/08/2017;11/08/2017;Slovakia;SVK;western part (Bratislava, Malacky, Dubove-Trnava);;;;Kph;Storm;Convective storm;--;--;0;0;0;0;;2017-0341
/07/2003;/08/2003;Slovenia;SVN;Gorenjska, Goriska, Jugovzodna Slovenija, Koroska, Notranjsko-kraska, Obalno-kraska, Osrednjeslovenska, Podravska, Pomurska, Savinjska, Spodnjeposavska, Zavaska provinces;;;;°C;Extreme temperature ;Heat wave;Drought;Wildfire;289;0;80000;0;;2003-0391
18/09/2007;20/09/2007;Slovenia;SVN;Zelezniki, Skofja Loka, Cerklje na Gorenjskem districts (Gorenjska province), Cerkno district (Goriska province), Velenje, Celje districts (Savinjska province);46.26;14.03;;Kph;Storm;--;Slide (land, mud, snow, rock);Flood;6;1050;292000;0;;2007-0458
12/07/2004;12/07/2004;Slovenia;SVN;Kobarid, Bovec districts (Goriska Province);46.296;13.641;5.2;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;1;605;10000;1000;;2004-0670
31/01/2014;02/02/2014;Slovenia;SVN;Notranjsko-kraska province;;;;°C;Extreme temperature ;Severe winter conditions;--;--;1;50000;0;0;;2014-0046
12/04/1998;12/04/1998;Slovenia;SVN;Bovec, Trenta, Kobarid, Tolmin, Bojinj, Jesenice;46.245;13.652;5.7;Richter;Earthquake;Ground movement;--;--;0;700;0;0;;1998-0110
17/01/2007;18/01/2007;Slovenia;SVN;Gorenjska, Goriska, Jugovzodna Slovenija, Koroska, Notranjsko-kraska, Obalno-kraska, Osrednjeslovenska, Podravska, Pomurska, Savinjska, Spodnjeposavska, Zasavska provinces;;;;Kph;Storm;Extra-tropical storm;--;--;0;0;100000;0;Kyrill;2007-0019
07/01/2005;09/01/2005;Sweden;SWE;Blekinge Laen, Dalarnas Laen, Gaevleborgs Laen, Gotlands Laen, Hallands Laen, Jaemtlands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Norrbottens Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaesterbottens Laen, Vaesternorrlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces;;;;Kph;Storm;Extra-tropical storm;--;--;7;0;2800000;650000;Erwin;2005-0011
07/12/2013;07/12/2013;Sweden;SWE;Blekinge Laen, Dalarnas Laen, Gaevleborgs Laen, Gotlands Laen, Hallands Laen, Jaemtlands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Norrbottens Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaesterbottens Laen, Vaesternorrlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces;;;;Kph;Storm;Extra-tropical storm;--;--;7;0;0;0;Storm Xaver;2013-0517
04/12/1999;05/12/1999;Sweden;SWE;;;;;Kph;Storm;Extra-tropical storm;--;--;3;0;160000;120000;Anatol;1999-0590
27/10/2002;27/10/2002;Sweden;SWE;Blekinge Laen, Dalarnas Laen, Gaevleborgs Laen, Gotlands Laen, Hallands Laen, Jaemtlands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Norrbottens Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaesterbottens Laen, Vaesternorrlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces;;;;Kph;Storm;Convective storm;--;--;1;0;0;0;;2002-0682
02/01/1976;04/01/1976;Sweden;SWE;;;;;Kph;Storm;--;--;--;0;0;0;0;Capella;1976-0176
25/01/1990;26/01/1990;Sweden;SWE;;;;;Kph;Storm;--;--;--;0;0;5000;0;Daria;1990-0717
25/02/1990;27/02/1990;Sweden;SWE;;;;;Kph;Storm;--;--;--;0;0;5000;0;Vivian;1990-0722
/12/2005;/12/2005;Sweden;SWE;Blekinge Laen, Gotlands Laen, Hallands Laen, Joenkoepings Laen, Kalmar Laen, Kronobergs Laen, Oerebro Laen, Oestergoetlands Laen, Skaane Laen, Soedermanlands Laen, Stockholms Laen, Uppsala Laen, Vaermlands Laen, Vaestmanlands Laen, Vaestra Goetalands Laen provinces;;;;°C;Extreme temperature ;Severe winter conditions;--;--;0;0;0;0;;2005-0713
08/07/2018;25/07/2018;Sweden;SWE;Gävleborg, Jämtland, Dalarna regions;;;;Km2;Wildfire;Forest fire;Heat wave;--;0;0;102000;0;;2018-0224
//1983;//1983;Swaziland;SWZ;Nationwide;;;;Km2;Drought;Drought;Food shortage;--;500;0;0;0;;1981-9309
28/01/1984;04/02/1984;Swaziland;SWZ;All country;;;;Kph;Storm;Tropical cyclone;--;--;53;632500;54152;0;Domoina;1984-0017
27/07/2007;30/07/2007;Swaziland;SWZ;Pigg's Peak district (Hhohho province);;;;Km2;Wildfire;Forest fire;Storm;--;2;1500;0;0;;2007-0337
01/08/2006;03/08/2006;Swaziland;SWZ;Mbabane, Pigg's Peak districts (Hhohho province), Nhlangano town (Mbangweni district, Shiselweni province), Siteki town (Lugongolweni district, Lubombo province), Manzini province;;;120;Kph;Storm;--;--;--;1;6535;0;0;;2006-0434
/01/1984;//1984;Swaziland;SWZ;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1984-9159
/11/1990;//1995;Swaziland;SWZ;Southeast;;;;Km2;Drought;Drought;--;--;0;250000;1739;0;;1990-9604
//2001;//2004;Swaziland;SWZ;Lomahasha, Lugongolweni, Tikhuba districts (Lubombo province), Madlangampisi, Mhlangatane, Ndzingeni districts (Hhohho province), Dvokodvweni, Hlane, Lubuli, Mhlume, Mpolonjeni, Nkilongo, Siphofaneni, Sithobela districts (Lubombo province), Mafutseni, Mkhiweni districts (Manzini province), Lavumisa, Matsanjeni, Sigwe districts (Shiselweni province), Lobamba, Mayiwane, Ntfonjeni, Timpisini districts (Hhohho province), Kuhanyeni, Kwaluseni, Ludzeludze, Mahlanya, Manzini, Mthongwaneni, Nhlambeni districts (Manzini province), Hosea, Kubuta, Maseyisini, Mbangweni, Mtsambama, Sandleni, Shiselweni 1, Zombodze districts (Shiselweni province);;;;Km2;Drought;Drought;--;--;0;970000;0;0;;2001-9122
23/01/2005;23/01/2005;Swaziland;SWZ;Shiselweni, Manzini provinces;;;;Kph;Storm;--;Rain;--;0;1150;0;0;;2005-0156
/07/2007;//2007;Swaziland;SWZ;Hhohho, Lubombo, Manzini, Shiselweni provinces;;;;Km2;Drought;Drought;Famine;--;0;410000;0;0;;2007-9288
/02/2016;/02/2017;Swaziland;SWZ;Whole country: Hhohho, Lubombo, Manzini, Shiselweni provinces;;;;Km2;Drought;Drought;--;--;0;492000;0;0;;2016-9291
08/09/2017;09/09/2017;Sint Maarten (Dutch part);SXM;;;;;Kph;Storm;Tropical cyclone;--;--;4;11400;2500000;500000;Hurricane 'Irma';2017-0381
26/12/2004;26/12/2004;Seychelles;SYC;Anse Aux Pins, Anse Boileau, Anse Etoile, Anse Royale, Au Cap, Baie Lazare, Beau Vallon, Bel Air, Belombre, Cascade, English River, Glacis, Grande Anse Mahe, La Digue, Les Mamelles, Mont Buxton, Mont Fleuri, Plaisance, Pointe Larue, Port Glaud, Praslin, Roche Caiman, St Louis, Takamaka provinces;3.295;95.982;9.1;Richter;Earthquake;Tsunami;--;--;3;4830;30000;0;;2004-0659
05/09/2002;05/09/2002;Seychelles;SYC;Praslin, Anse Aux Pins, Anse Boileau, Anse Etoile, Anse Royale, Au Cap, Baie Lazare, Beau Vallon, Bel Air, Belombre, Cascade, Cerf Island, Conception, English River, Glacis, Grand Anse Mahe, Les Mamelles, Mont Buxton, Mont Fleuri, Plaisance, Pointe Larue, Port Glaud, Roche Caiman, St Louis, Ste Anne, Takamaka, Therese provinces;;;120;Kph;Storm;Tropical cyclone;--;--;0;6800;0;0;;2002-0590
07/02/2013;07/02/2013;Seychelles;SYC;Anse Aux Pins, Au Cap, Pointe Larue provinces;;;;Kph;Storm;Tropical cyclone;Flood;--;0;3000;9300;0;Topical Depression Feleng;2013-0026
21/02/2001;21/02/2001;Syrian Arab Republic;SYR;Dayr_Az_Zor, Dara provinces;;;100;Kph;Storm;Convective storm;--;--;27;172;0;0;;2001-0104
08/09/2015;08/09/2015;Syrian Arab Republic;SYR;Dayr_Az_Zor, Hama, Dara provinces;;;;Kph;Storm;Convective storm;--;--;9;3500;0;0;;2015-0427
22/02/2004;22/02/2004;Syrian Arab Republic;SYR;Damascus province;;;150;Kph;Storm;Convective storm;Rain;Cold wave;5;180;0;0;;2004-0072
07/01/2015;11/01/2015;Syrian Arab Republic;SYR;Al_Qunaytirah, Aleppo, As_Suweida, City_Damascus, Damascus, Dara, Hama, Homs, Idleb provinces;;;;Kph;Storm;Convective storm;Cold wave;--;4;0;0;0;Huda;2015-0002
/05/1999;//2000;Syrian Arab Republic;SYR;;;;;Km2;Drought;Drought;--;--;0;329000;0;0;;1999-9153
//2008;//2010;Syrian Arab Republic;SYR;Damascus, Homs, Hama, Raqqah, Dayr_Az_Zor, Hassakeh provinces;;;;Km2;Drought;Drought;--;--;0;1300000;0;0;;2008-9755
26/08/2008;26/08/2008;Turks and Caicos Islands (the);TCA;Grand Turk, Middle Caicos, North Caicos, Providenciales and West Caicos, Salt City, South and East Caicos provinces;;;;Kph;Storm;Tropical cyclone;Flood;--;4;0;0;0;"Hurricane ""Gustav""";2008-0352
//1985;//1985;Turks and Caicos Islands (the);TCA;;;;;Kph;Storm;Tropical cyclone;--;--;0;770;5;0;Kate;1985-0389
27/07/1990;27/07/1990;Turks and Caicos Islands (the);TCA;;;;113;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Arthur;1990-0043
01/09/2004;01/09/2004;Turks and Caicos Islands (the);TCA;Grand Turk, Providenciales and West Caicos provinces;;;;Kph;Storm;Tropical cyclone;--;--;0;200;0;0;Frances;2004-0455
01/09/2008;01/09/2008;Turks and Caicos Islands (the);TCA;Providenciales and West Caicos province;;;;Kph;Storm;Tropical cyclone;Flood;--;0;750;0;0;Hurricane Hanna;2008-0378
06/09/2008;06/09/2008;Turks and Caicos Islands (the);TCA;Grand Turk province;;;;Kph;Storm;Tropical cyclone;--;--;0;750;500000;0;Hurricane Ike;2008-0384
08/09/2017;09/09/2017;Turks and Caicos Islands (the);TCA;South Caicos, Salt Cay, Grand Turks, Provo (Five keys);;;;Kph;Storm;Tropical cyclone;Flood;--;0;0;500000;14900;Hurricane 'Irma';2017-0381
